timestamp,No_,No_ 2,Description,Search Description,Description 2,Base Unit of Measure,Price Unit Conversion,Type,Inventory Posting Group,Shelf No_,Item Disc_ Group,Allow Invoice Disc_,Statistics Group,Commission Group,Unit Price,Price_Profit Calculation,Profit _,Costing Method,Unit Cost,Standard Cost,Last Direct Cost,Indirect Cost _,Cost is Adjusted,Allow Online Adjustment,Vendor No_,Vendor Item No_,Lead Time Calculation,Reorder Point,Maximum Inventory,Reorder Quantity,Alternative Item No_,Unit List Price,Duty Due _,Duty Code,Gross Weight,Net Weight,Units per Parcel,Unit Volume,Durability,Freight Type,Tariff No_,Duty Unit Conversion,Country_Region Purchased Code,Budget Quantity,Budgeted Amount,Budget Profit,Blocked,Block Reason,Last DateTime Modified,Last Date Modified,Last Time Modified,Price Includes VAT,VAT Bus_ Posting Gr_ (Price),Gen_ Prod_ Posting Group,Picture,Country_Region of Origin Code,Automatic Ext_ Texts,No_ Series,Tax Group Code,VAT Prod_ Posting Group,Reserve,Global Dimension 1 Code,Global Dimension 2 Code,Stockout Warning,Prevent Negative Inventory,Application Wksh_ User ID,Assembly Policy,GTIN,Default Deferral Template Code,Low-Level Code,Lot Size,Serial Nos_,Last Unit Cost Calc_ Date,Rolled-up Material Cost,Rolled-up Capacity Cost,Scrap _,Inventory Value Zero,Discrete Order Quantity,Minimum Order Quantity,Maximum Order Quantity,Safety Stock Quantity,Order Multiple,Safety Lead Time,Flushing Method,Replenishment System,Rounding Precision,Sales Unit of Measure,Purch_ Unit of Measure,Time Bucket,Reordering Policy,Include Inventory,Manufacturing Policy,Rescheduling Period,Lot Accumulation Period,Dampener Period,Dampener Quantity,Overflow Level,Manufacturer Code,Item Category Code,Created From Nonstock Item,Product Group Code,Purchasing Code,Service Item Group,Item Tracking Code,Lot Nos_,Expiration Calculation,Warehouse Class Code,Special Equipment Code,Put-away Template Code,Put-away Unit of Measure Code,Phys Invt Counting Period Code,Last Counting Period Update,Use Cross-Docking,Next Counting Start Date,Next Counting End Date,Id,Unit of Measure Id,Tax Group Id,Sales Blocked,Purchasing Blocked,Item Category Id,Over-Receipt Code,Routing No_,Production BOM No_,Single-Level Material Cost,Single-Level Capacity Cost,Single-Level Subcontrd_ Cost,Single-Level Cap_ Ovhd Cost,Single-Level Mfg_ Ovhd Cost,Overhead Rate,Rolled-up Subcontracted Cost,Rolled-up Mfg_ Ovhd Cost,Rolled-up Cap_ Overhead Cost,Order Tracking Policy,Critical,Common Item No_,$systemId,$systemCreatedAt,$systemCreatedBy,$systemModifiedAt,$systemModifiedBy
b'\x00\x00\x00\x00\x05O\x93\x98',AIP000021,,MEFENAMIC ACID 500MG CAPx100's (WESTFIELD),MEFENAMIC ACID 500MG CAPX100'S (WESTFIELD),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,62.5,62.5,0.0,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-01-25 03:07:43.273,2022-01-25,1754-01-01 11:07:43.273,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,62.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,37B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.727,7E45060B-A2A4-4F72-B553-3234C753B380,2022-01-25 03:07:43.273,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\x0c\x93\x13]',AIP000022,,CARBOCISTEINE 500MG CAPSx100's (ACTIMED),CARBOCISTEINE 500MG CAPSX100'S (ACTIMED),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,109.82,109.82,109.82143,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:29:22.180,2024-11-26,1754-01-01 13:29:22.180,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,2022-01-31,109.82,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,109.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,38B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.727,7E45060B-A2A4-4F72-B553-3234C753B380,2025-12-22 02:49:01.740,0B709DB4-D647-42B9-9EEF-809FBE63D915
b'\x00\x00\x00\x00\x0c\x97\x1c\r',AIP000041,,LOPERAMIDE 2MG CAPS x 100's (ACTIMED),LOPERAMIDE 2MG CAPS X 100'S (ACTIMED),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,45.54,45.54,45.53571,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2026-01-06 07:07:15.597,2026-01-06,1754-01-01 15:07:15.597,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,45.54,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,45.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,39B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.740,7E45060B-A2A4-4F72-B553-3234C753B380,2026-01-06 07:21:47.230,7A43DFC9-AF93-4335-A1C5-3ABC0B06A73C
b'\x00\x00\x00\x00\x0b3\xf7\xaa',AIP000060,,GUAIFENESIN 200MG SOFTGEL CAPS x100's (WATSONS),GUAIFENESIN 200MG SOFTGEL CAPS X100'S (WATSONS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,500.0,500.0,0.0,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:29:42.813,2024-11-26,1754-01-01 13:29:42.813,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,2022-01-31,500.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,3AB01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.740,7E45060B-A2A4-4F72-B553-3234C753B380,2024-11-26 05:29:42.817,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\x0b3\xf7\xb8',AIP000061,,PSYLLIUM FIBER SACHET 5G x 30's (WATSONS),PSYLLIUM FIBER SACHET 5G X 30'S (WATSONS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,160.71,160.71,0.0,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:29:58.907,2024-11-26,1754-01-01 13:29:58.907,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,160.71,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,160.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,3BB01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.757,7E45060B-A2A4-4F72-B553-3234C753B380,2024-11-26 05:29:58.907,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\x0b3\xf7\xc2',AIP000062,,PSYLLIUM FIBER SACHET 10G x 15's  (WATSONS),PSYLLIUM FIBER SACHET 10G X 15'S  (WATSONS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,91.07,91.07,91.875,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:30:18.187,2024-11-26,1754-01-01 13:30:18.187,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,91.07,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,91.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,3CB01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.757,7E45060B-A2A4-4F72-B553-3234C753B380,2024-11-26 05:30:18.190,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\r\x06\x83\xff',AIP000063,,Collagen 350mg+VIT C100mg+Zinc 4mg CAP x 60's,COLLAGEN 350MG+VIT C100MG+ZINC 4MG CAP X 60'S,(WATSONS),BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,245.89,245.89,245.89286,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:30:39.283,2024-11-26,1754-01-01 13:30:39.283,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,245.89,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,245.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,3DB01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.773,7E45060B-A2A4-4F72-B553-3234C753B380,2026-01-12 03:45:29.330,5428A7C5-0CCA-4C68-BF2D-3ED6031F3D6F
b'\x00\x00\x00\x00\x0c\x8eU\x88',AIP000064,,LUTEIN 20% EXTRACT-SOFTGEL 50MG x100's (WATSONS),LUTEIN 20% EXTRACT-SOFTGEL 50MG X100'S (WATSONS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,517.86,517.86,517.85715,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:30:55.367,2024-11-26,1754-01-01 13:30:55.367,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,2024-02-29,517.86,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,517.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,3EB01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.773,7E45060B-A2A4-4F72-B553-3234C753B380,2025-12-10 08:27:03.973,0B709DB4-D647-42B9-9EEF-809FBE63D915
b'\x00\x00\x00\x00\x0b3\xf8\xa8',AIP000066,,MANGOSTEEN 450MG+MALUNGGAY 50MG CAPx60's (WATSONS),MANGOSTEEN 450MG+MALUNGGAY 50MG CAPX60'S (WATSONS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,334.82,334.82,334.82143,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:31:14.753,2024-11-26,1754-01-01 13:31:14.753,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,2022-01-31,334.82,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,334.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,3FB01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.773,7E45060B-A2A4-4F72-B553-3234C753B380,2024-11-26 05:31:14.753,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\x0b3\xf8\xae',AIP000092,,ASCORBIC ACID 500MG TAB x 100's (ACTIMED),ASCORBIC ACID 500MG TAB X 100'S (ACTIMED),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,107.14,107.14,0.0,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:31:30.440,2024-11-26,1754-01-01 13:31:30.440,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,107.14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,107.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,40B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.787,7E45060B-A2A4-4F72-B553-3234C753B380,2024-11-26 05:31:30.443,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\x0c\x85\xb7^',AIP000093,,VITAMIN B1+B6+B12 CAP x 100's (ACTIMED),VITAMIN B1+B6+B12 CAP X 100'S (ACTIMED),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,102.68,102.68,89.28571,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:31:47.123,2024-11-26,1754-01-01 13:31:47.123,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,2022-01-31,102.68,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,102.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,41B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.803,7E45060B-A2A4-4F72-B553-3234C753B380,2025-11-26 06:18:58.837,0A03287F-3B77-4821-969F-D1C214171B0D
b'\x00\x00\x00\x00\x0c\x93\xa1\xb1',AIP000094,,BUTAMIRATE CITRATE 50MG x100's (ACTIMED),BUTAMIRATE CITRATE 50MG X100'S (ACTIMED),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,459.82,459.82,450.89286,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:32:09.743,2024-11-26,1754-01-01 13:32:09.743,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,2023-02-28,459.82,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,459.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,42B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.803,7E45060B-A2A4-4F72-B553-3234C753B380,2025-12-23 08:52:05.050,0A03287F-3B77-4821-969F-D1C214171B0D
b'\x00\x00\x00\x00\x04\xcd\x08\xa7',AIP000095,,PARACETAMOL 500MG TAB x 100's,PARACETAMOL 500MG TAB X 100'S,,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,29.46,29.46,0.0,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-15 11:17:18.810,2021-11-15,1754-01-01 19:17:18.810,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,29.46,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,29.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,43B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.820,7E45060B-A2A4-4F72-B553-3234C753B380,2021-11-15 11:17:18.810,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\x05O\x93\x94',AIP000110,,VITAMIN B COMPLEX TABLET x 100's (WESTFIELD),VITAMIN B COMPLEX TABLET X 100'S (WESTFIELD),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,75.89,75.89,0.0,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-01-25 03:07:29.757,2022-01-25,1754-01-01 11:07:29.757,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,75.89,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,75.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,44B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.820,7E45060B-A2A4-4F72-B553-3234C753B380,2022-01-25 03:07:29.757,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\x05O\x93\x95',AIP000113,,METOPROLOL 50MG TAB x 100's (WESTFIELD),METOPROLOL 50MG TAB X 100'S (WESTFIELD),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,53.57,53.57,0.0,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-01-25 03:07:35.100,2022-01-25,1754-01-01 11:07:35.100,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,53.57,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,53.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,45B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.820,7E45060B-A2A4-4F72-B553-3234C753B380,2022-01-25 03:07:35.100,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\x0b3\xf9 ',AIP000115,,ASCORBIC ACID 100MG/5ML SYRUP x120mL (ACTIMED),ASCORBIC ACID 100MG/5ML SYRUP X120ML (ACTIMED),,BOT,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,20.09,20.09,20.08929,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:33:00.010,2024-11-26,1754-01-01 13:33:00.010,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,20.09,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOT,BOT,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,20.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,46B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.833,7E45060B-A2A4-4F72-B553-3234C753B380,2024-11-26 05:33:00.010,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\x0c\x8c\xcf\x11',AIP000125,,COLLAGEN+TURMERIC+SODIUM+ASCORBIC x30's (ACTIMED),COLLAGEN+TURMERIC+SODIUM+ASCORBIC X30'S (ACTIMED),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,230.36,230.36,230.35714,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:33:20.157,2024-11-26,1754-01-01 13:33:20.157,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,2023-02-28,230.36,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,230.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,47B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.850,7E45060B-A2A4-4F72-B553-3234C753B380,2025-12-05 06:44:56.770,0B709DB4-D647-42B9-9EEF-809FBE63D915
b'\x00\x00\x00\x00\x0b3\xf9u',AIP000126,,GARLIC+HAWTHORNE BERRY+GINKGOx 60's (ACTIMED),GARLIC+HAWTHORNE BERRY+GINKGOX 60'S (ACTIMED),Biloba Vit.E Lemon,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,204.11,204.11,204.10714,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:33:37.987,2024-11-26,1754-01-01 13:33:37.987,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,204.11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,204.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,48B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.850,7E45060B-A2A4-4F72-B553-3234C753B380,2024-11-26 05:33:37.987,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\x0c\x85{\x87',AIP000127,,BACOPA MONNIERA+OMEGA-3+GUARAN+TAURINE,BACOPA MONNIERA+OMEGA-3+GUARAN+TAURINE,+VIT CAPS x60's (ACTIMED),BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,258.21,258.21,258.21428,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:34:00.910,2024-11-26,1754-01-01 13:34:00.910,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,2023-02-28,258.21,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,258.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,49B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:02.867,7E45060B-A2A4-4F72-B553-3234C753B380,2025-11-26 00:47:19.300,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
